Species,Phylum,Class,Family
Harmothoe ljungmani,Annelida,Polychaeta,Polynoidae
Harmothoe mcintoshi,Annelida,Polychaeta,Polynoidae
Kefersteinia ,Tracheophyta,Liliopsida,Orchidaceae
Mystides borealis,Annelida,Polychaeta,Phyllodocidae
Paramunna bilobata,Arthropoda,Malacostraca,Paramunnidae
Semierycina nitida,Mollusca,Bivalvia,Lasaeidae
Nucula hanleyi,Mollusca,Bivalvia,Nuculidae
Polygordius ,Annelida,Polychaeta,Polygordius
Questidae ,Annelida,Polychaeta,NULL
Synaptidae ,Echinodermata,Holothuroidea,Synaptidae
Arachnida ,Arthropoda,Arachnida,NULL
Phyllopus impar,Arthropoda,Hexanauplia,Nullosetigeridae
Aeolidia ,Mollusca,Gastropoda,Aeolidiidae
Bodotria pulchella,Arthropoda,Malacostraca,Bodotriidae
Halisarca ,Porifera,Demospongiae,Halisarcidae
Smittina landsborovii,Bryozoa,Gymnolaemata,Smittinidae
Tubulipora ,Bryozoa,Stenolaemata,Tubuliporidae
Halecium labrosum,Cnidaria,Hydrozoa,Haleciidae
Bornetia secundiflora,Rhodophyta,Florideophyceae,Ceramiaceae
Microciona spinarcus,Porifera,Demospongiae,Microcionidae
Acanthochitona ,Mollusca,Polyplacophora,Acanthochitonidae
Codium tomentosum,Chlorophyta,Ulvophyceae,Codiaceae
Gloiosiphonia ,Rhodophyta,Florideophyceae,Gloiosiphoniaceae
Taurulus ,Chordata,Actinopterygii,Cottidae
Phrynorhombus ,Chordata,Actinopterygii,Scophthalmidae
Terebellida ,Annelida,Polychaeta,NULL
Syllides benedicti,Annelida,Polychaeta,Syllidae
Chone fauveli,Annelida,Polychaeta,Sabellidae
Tryphosites longipes,Arthropoda,Malacostraca,Tryphosidae
Dexamine thea,Arthropoda,Malacostraca,Dexaminidae
Eulimella ventricosa,Mollusca,Gastropoda,Eulimella
Monoculodes carinatus,Arthropoda,Malacostraca,Oedicerotidae
Ampithoe gammaroides,Arthropoda,Malacostraca,Ampithoidae
Neogastropoda ,Mollusca,Gastropoda,NULL
Cellepora ,Bryozoa,Gymnolaemata,Celleporidae
Phaeophyceae ,Ochrophyta,Phaeophyceae,NULL
Bittium ,Mollusca,Gastropoda,Bittium
Neoamphitrite ,Annelida,Polychaeta,Terebellidae
Serranus ,Chordata,Actinopterygii,Serranidae
Palaemonoidea ,Arthropoda,Malacostraca,Palaemonidae
Nymphon ,Arthropoda,Pycnogonida,Nymphonidae
Anthoathecatae ,Cnidaria,Hydrozoa,NULL
Adyte assimilis,Annelida,Polychaeta,Polynoidae
Autonoe longipes,Arthropoda,Malacostraca,Aoridae
Cirolaninae ,Arthropoda,Malacostraca,Cirolanidae
Dodecaceria caulleryi,Annelida,Polychaeta,Cirratulidae
Tryphosella nanoides,Arthropoda,Malacostraca,Tryphosidae
Gibbula steromphala,Mollusca,Gastropoda,Trochidae
Aeolidiella ,Mollusca,Gastropoda,Aeolidiidae
Desmarestia dresnayi,Ochrophyta,Phaeophyceae,Desmarestiaceae
Scophthalmidae ,Chordata,Actinopterygii,Scophthalmidae
Ophiopsila annulosa,Echinodermata,Ophiuroidea,Ophiopsilidae
Spatangus raschi,Echinodermata,Echinoidea,Spatangidae
Ceramaster granularis,Echinodermata,Asteroidea,Goniasteridae
Onchidoris oblonga,Mollusca,Gastropoda,Onchidorididae
Poraniomorpha hispida,Echinodermata,Asteroidea,Poraniidae
Limaria loscombi,Mollusca,Bivalvia,Limidae
Ventromma halecioides,Cnidaria,Hydrozoa,Kirchenpaueriidae
Septosaccus ,Arthropoda,Maxillopoda,Peltogastridae
Archidistoma aggregatum,Chordata,Ascidiacea,Polycitoridae
Polysyncraton lacazei,Chordata,Ascidiacea,Didemnidae
Haliclystus ,Cnidaria,Staurozoa,Haliclystidae
Suberitidae ,Porifera,Demospongiae,Suberitidae
Pinnotheres ,Arthropoda,Malacostraca,Pinnotheridae
Lacuna crassior,Mollusca,Gastropoda,Littorinidae
Sertularella gaudichaudi,Cnidaria,Hydrozoa,Sertularellidae
Epistomia bursaria,Bryozoa,Gymnolaemata,Epistomiidae
Eudendrium album,Cnidaria,Hydrozoa,Eudendriidae
Hemichordata ,Hemichordata,NULL,NULL
Anguinella palmata,Bryozoa,Gymnolaemata,Nolellidae
Typosyllis vittata,Annelida,Polychaeta,Syllidae
Tmetonyx similis,Arthropoda,Malacostraca,Uristidae
Euspira ,Mollusca,Gastropoda,Naticidae
Pirimela denticulata,Arthropoda,Malacostraca,Pirimelidae
Protodriloidae ,Annelida,Polychaeta,NULL
Cephalothricidae ,Nemertea,Palaeonemertea,NULL
Lysianassa plumosa,Arthropoda,Malacostraca,Lysianassidae
Nannastacus unguiculatus,Arthropoda,Malacostraca,Nannastacidae
Ophelia neglecta,Annelida,Polychaeta,Ophelia
Polysiphonia furcellata,Rhodophyta,Florideophyceae,Rhodomelaceae
Malacoceros vulgaris,Annelida,Polychaeta,Spionidae
Aeolidiacea ,Mollusca,Gastropoda,Aeolidiidae
Trachinus draco,Chordata,Actinopterygii,Trachinidae
Alcyonium ,Cnidaria,Anthozoa,Alcyoniidae
Xantho ,Arthropoda,Malacostraca,Xanthidae
Donax variegatus,Mollusca,Bivalvia,Donacidae
Parougia caeca,Annelida,Polychaeta,Dorvilleidae
Paranaitis kosteriensis,Annelida,Polychaeta,Phyllodocidae
Polinicinae ,NULL,NULL,NULL
Perophora ,Chordata,Ascidiacea,Perophoridae
Scruparia ,Bryozoa,Gymnolaemata,Scrupariidae
Molgula oculata,Chordata,Ascidiacea,Molgulidae
Dermatolithon adplicitum,Rhodophyta,Florideophyceae,Corallinaceae
Sepiola ,Mollusca,Cephalopoda,Sepiolidae
Sepia ,Mollusca,Cephalopoda,Sepiidae
Scomber scombrus,Chordata,Actinopterygii,Scombridae
Anthopleura thallia,Cnidaria,Anthozoa,Actiniidae
Halectinosoma propinquum,Arthropoda,Hexanauplia,Ectinosomatidae
Hemimysis lamornae,Arthropoda,Malacostraca,Mysidae
Heterolaophonte littoralis,Arthropoda,Hexanauplia,Laophontidae
Hymedesmia brondstedi,Porifera,Demospongiae,Hymedesmiidae
Loimia medusa,Annelida,Polychaeta,Terebellidae
Lumbricillus tuba,Annelida,Clitellata,Enchytraeidae
Musculus costulatus,Mollusca,Bivalvia,Mytilidae
Parathalestris harpacticoides,Arthropoda,Hexanauplia,Thalestridae
Tegastes nanus,Arthropoda,Hexanauplia,Tegastidae
Zaus spinatus,Arthropoda,Hexanauplia,Harpacticidae
Acervochalina limbata,Porifera,Demospongiae,Chalinidae
Alteutha depressa,Arthropoda,Hexanauplia,Peltidiidae
Entocladia flustrae,Chlorophyta,Ulvophyceae,Ulvellaceae
Loxosomella obesa,Entoprocta,Loxosomatidae,Loxosomella obesa
Potamilla torelli,Annelida,Polychaeta,Sabellidae
Cetorhinus maximus,Chordata,Elasmobranchii,Cetorhinidae
Liparis liparis,Chordata,Actinopterygii,Liparidae
Biemna variantia,Porifera,Demospongiae,Biemnidae
Cerebratulus marginatus,Nemertea,Pilidiophora,Lineidae
Ctenodrilus ,Annelida,Polychaeta,Cirratulidae
Dactylopusia tisboides,Arthropoda,Hexanauplia,Dactylopusiidae
Hypereteone lactea,Annelida,Polychaeta,Phyllodocidae
Laophonte cornuta,Arthropoda,Hexanauplia,Laophontidae
Laophonte elongata,Arthropoda,Hexanauplia,Laophontidae
Lichomolgus agilis,Arthropoda,Hexanauplia,Rhynchomolgidae
Liparis montagui,Chordata,Actinopterygii,Liparidae
Montacuta substriata,Mollusca,Bivalvia,Lasaeidae
Notodelphys allmani,Arthropoda,Hexanauplia,Notodelphyidae
Palio dubia,Mollusca,Gastropoda,Polyceridae
Polycirrus haematodes,Annelida,Polychaeta,Terebellidae
Praunus neglectus,Arthropoda,Malacostraca,Mysidae
Proceraea picta,Annelida,Polychaeta,Syllidae
Sabelliphilus elongatus,Arthropoda,Hexanauplia,Sabelliphilidae
Saccoglossus ruber,Hemichordata,Enteropneusta,Saccoglossus
Spatangus purpureus,Echinodermata,Echinoidea,Spatangidae
Tetrastemma cephalophorum,Nemertea,Hoplonemertea,Tetrastemmatidae
Tisbe ensifer,Arthropoda,Hexanauplia,Tisbidae
Todarodes sagittatus,Mollusca,Cephalopoda,Ommastrephidae
Tubulanus linearis,Nemertea,Palaeonemertea,Tubulanus
Valencinia longirostris,Nemertea,Pilidiophora,Valenciniidae
Psetta maxima,Chordata,Actinopterygii,Scophthalmidae
Armadillidium vulgare,Arthropoda,Malacostraca,Armadillidiidae
Bradya bradya,Arthropoda,Hexanauplia,Ectinosomatidae
Cletodes limicola,Arthropoda,Hexanauplia,Cletodidae
Dinophilus gyrociliatus,Annelida,Polychaeta,Dinophilidae
Gnathia maxillaris,Arthropoda,Malacostraca,Gnathiidae
Acanthochondria limandae,Arthropoda,Hexanauplia,Chondracanthidae
Acontiophorus armatus,Arthropoda,Hexanauplia,Asterocheridae
Aplysilla ,Porifera,Demospongiae,Darwinellidae
Filicrisia geniculata,Bryozoa,Stenolaemata,Crisiidae
Grammaria abietina,Cnidaria,Hydrozoa,Lafoeidae
Hornera lichenoides,Bryozoa,Stenolaemata,Horneridae
Pteraster ,Echinodermata,Asteroidea,Pterasteridae
Mullus surmuletus,Chordata,Actinopterygii,Mullidae
Gyptis arenicola,Annelida,Polychaeta,Hesionidae
Amphiuridae ,Echinodermata,Ophiuroidea,Amphiuridae
Gastrosaccus sanctus,Arthropoda,Malacostraca,Mysidae
Mangelia attenuata,Mollusca,Gastropoda,Mangeliidae
Microdeutopus versiculatus,Arthropoda,Malacostraca,Aoridae
Microspio mecznikowianus,Annelida,Polychaeta,Spionidae
Pholoe pallida,Annelida,Polychaeta,Pholoidae
Polinices montagui,Mollusca,Gastropoda,Naticidae
Harmothoe spinifera,Annelida,Polychaeta,Polynoidae
Nereiphylla rubiginosa,Annelida,Polychaeta,Phyllodocidae
Paranaitis ,Annelida,Polychaeta,Phyllodocidae
Polydora socialis,Annelida,Polychaeta,Spionidae
Autolytus brachycephalus,Annelida,Polychaeta,Syllidae
Brania clavata,Annelida,Polychaeta,Syllidae
Eunice harassii,Annelida,Polychaeta,Eunicidae
Haedropleura septangularis,Mollusca,Gastropoda,Horaiclavidae
Haplosyllis spongicola,Annelida,Polychaeta,Syllidae
Macropodia linaresi,Arthropoda,Malacostraca,Inachidae
Metaphoxus pectinatus,Arthropoda,Malacostraca,Phoxocephalidae
Octobranchus ,Annelida,Polychaeta,Trichobranchidae
Pectinacea ,NULL,NULL,NULL
Pereionotus testudo,Arthropoda,Malacostraca,Phliantidae
Raphitoma linearis,Mollusca,Gastropoda,Raphitomidae
Rissoa porifera,Mollusca,Gastropoda,Rissoidae
Trypanosyllis zebra,Annelida,Polychaeta,Syllidae
Typosyllis krohnii,Annelida,Polychaeta,Syllidae
Acanthocardia rudicardium,Mollusca,Bivalvia,Cardiidae
Achaeus cranchii,Arthropoda,Malacostraca,Inachidae
Ampithoe ramondi,Arthropoda,Malacostraca,Ampithoidae
Angulus squalidus,Mollusca,Bivalvia,Tellinidae
Leptasterias ,Echinodermata,Asteroidea,Asteriidae
Eurydice spinigera,Arthropoda,Malacostraca,Cirolanidae
Glyceridae ,Annelida,Polychaeta,Glyceridae
Tilopteris mertensii,Ochrophyta,Phaeophyceae,Tilopteridaceae
Spirontocaris ,Arthropoda,Malacostraca,Hippolytidae
Anapagurus chiroacanthus,Arthropoda,Malacostraca,Paguridae
Tonicella ,Mollusca,Polyplacophora,Tonicellidae
Electra monostachys,Bryozoa,Gymnolaemata,Electridae
Leucosolenia variabilis,Porifera,Calcarea,Leucosoleniidae
Crella rosea,Porifera,Demospongiae,Crellidae
Demonax torulis,Annelida,Polychaeta,Sabellidae
Onchidoris depressa,Mollusca,Gastropoda,Onchidorididae
Gouldia minima,Mollusca,Bivalvia,Veneridae
Sipunculidae ,Sipuncula,Sipunculidea,Sipunculidae
Galatheidae ,Arthropoda,Malacostraca,Galatheidae
Eulalia expusilla,Annelida,Polychaeta,Phyllodocidae
Buccinum ,Mollusca,Gastropoda,Buccinidae
Pleuronectiformes ,Chordata,Actinopterygii,NULL
Glossus humanus,Mollusca,Bivalvia,Glossidae
Rivularia ,Chlorophyta,Chlorophyceae,Chaetophoraceae
Ruppia cirrhosa,Tracheophyta,Liliopsida,Ruppiaceae
Ruppia maritima,Tracheophyta,Liliopsida,Ruppiaceae
Alderia modesta,Mollusca,Gastropoda,Alderia
Corophium acutum,Arthropoda,Malacostraca,Corophiidae
Cumopsis longipes,Arthropoda,Malacostraca,Bodotriidae
Littorina tenebrosa,Mollusca,Gastropoda,Littorinidae
Armina loveni,Mollusca,Gastropoda,Arminidae
Nototeredo norvegica,Mollusca,Bivalvia,Teredinidae
Commensodorum commensalis,Annelida,Polychaeta,Sphaerodoridae
Stenothoe ,Arthropoda,Malacostraca,Stenothoidae
Leuckartiara octona,Cnidaria,Hydrozoa,Pandeidae
Thyasira ferruginea,Mollusca,Bivalvia,Thyasiridae
Velutina plicatilis,Mollusca,Gastropoda,Velutinidae
Palaemonidae ,Arthropoda,Malacostraca,Palaemonidae
Pherusa eruca,Annelida,Polychaeta,Flabelligeridae
Eurypon clavatum,Porifera,Demospongiae,Raspailiidae
Emarginula crassa,Mollusca,Gastropoda,Fissurellidae
Bougainvillia pyramidata,Cnidaria,Hydrozoa,Bougainvilliidae
Neptunea ,Mollusca,Gastropoda,Buccinidae
Salmo trutta,Chordata,Actinopterygii,Salmonidae
Microciona strepsitoxa,Porifera,Demospongiae,Microcionidae
Littorina arcana,Mollusca,Gastropoda,Littorinidae
Lucernaria ,Cnidaria,Staurozoa,Lucernariidae
Podocoryne ,Cnidaria,Hydrozoa,Hydractiniidae
Lepas anatifera,Arthropoda,Maxillopoda,Lepadidae
Apletodon dentatus,Chordata,Actinopterygii,Gobiesocidae
Perrierella audouiniana,Arthropoda,Malacostraca,Aristiidae
Monopylephorus irroratus,Annelida,Clitellata,Naididae
Anomura ,Chordata,Mammalia,Phyllostomidae
Pomatoschistus microps,Chordata,Actinopterygii,Gobiidae
Haplopoma impressum,Bryozoa,Gymnolaemata,Haplopomidae
Trigla lucerna,Chordata,Actinopterygii,Triglidae
Schistomysis spiritus,Arthropoda,Malacostraca,Mysidae
Sphacelaria plumigera,Ochrophyta,Phaeophyceae,Sphacelariaceae
Sphacelaria radicans,Ochrophyta,Phaeophyceae,Sphacelariaceae
Thracia distorta,Mollusca,Bivalvia,Thracia
Artotrogus orbicularis,Arthropoda,Hexanauplia,Artotrogidae
Autolytus longeferiens,Annelida,Polychaeta,Syllidae
Barentsia gracilis,Entoprocta,Barentsiidae,Barentsia gracilis
Chilionema reptans,Ochrophyta,Phaeophyceae,Chordariaceae
Cyclopina ,Arthropoda,Hexanauplia,Cyclopinidae
Hydranthea margarica,Cnidaria,Hydrozoa,Lovenellidae
Lichomolgus forficula,Arthropoda,Hexanauplia,Lichomolgidae
Macrochiron fucicolum,Arthropoda,Hexanauplia,Macrochironidae
Peltogastrella sulcata,Arthropoda,Maxillopoda,Peltogastridae
Philine punctata,Mollusca,Gastropoda,Philinidae
Pinnotherion vermiforme,Arthropoda,Malacostraca,Entoniscidae
Squalus acanthias,Chordata,Elasmobranchii,Squalidae
Polysiphonia foetidissima,Rhodophyta,Florideophyceae,Rhodomelaceae
Schmitziella endophloea,Rhodophyta,Florideophyceae,Schmiziellaceae
Chaetozone vivipara,Annelida,Polychaeta,Cirratulidae
Isaeidae ,Arthropoda,Malacostraca,Isaeidae
Paguroidea ,Arthropoda,Malacostraca,Paguridea
Triglidae ,Chordata,Actinopterygii,Triglidae
Autolytus edwarsi,Annelida,Polychaeta,Syllidae
Cancridea ,Arthropoda,Malacostraca,Cancridae
Eualus occultus,Arthropoda,Malacostraca,Hippolytidae
Portunidae ,Arthropoda,Malacostraca,Portunidae
Thyasiridae ,Mollusca,Bivalvia,Thyasiridae
Ostreidae ,Mollusca,Bivalvia,Ostreidae
Apherusa ovalipes,Arthropoda,Malacostraca,Calliopiidae
Neanthes ,Annelida,Polychaeta,Nereididae
Geodia cydonium,Porifera,Demospongiae,Geodiidae
Leucosoleniidae ,Porifera,Calcarea,Leucosoleniidae
Leucothoe ,Tracheophyta,Magnoliopsida,Ericaceae
Maxillopoda ,Arthropoda,Maxillopoda,NULL
Syncoryne ,Chlorophyta,Ulvophyceae,Ulvellaceae
Placida dendritica,Mollusca,Gastropoda,Placida
Spirorbis inornatus,Annelida,Polychaeta,Serpulidae
Acanthocardia aculeata,Mollusca,Bivalvia,Cardiidae
Monostroma oxyspermum,Chlorophyta,Ulvophyceae,Gayraliaceae
Eteone suecica,Annelida,Polychaeta,Phyllodocidae
Anopla ,Brachiopoda,Strophomenata,Anopliidae
Archaeogastropoda ,NULL,NULL,NULL
Diastylis cornuta,Arthropoda,Malacostraca,Diastylidae
Lumbriclymeninae ,NULL,NULL,NULL
Arcturella ,Mollusca,Bivalvia,Carditidae
Diastylis tumida,Arthropoda,Malacostraca,Diastylidae
Eupolymnia ,Annelida,Polychaeta,Terebellidae
Lumbriclymene ,Annelida,Polychaeta,Lumbriclymene
Pleurogonium rubicundum,Arthropoda,Malacostraca,Paramunnidae
Retusa ,Mollusca,Gastropoda,Retusidae
Ascidiidae ,Chordata,Ascidiacea,Ascidiidae
Holothuriidae ,Echinodermata,Holothuroidea,Holothuriidae
Cheluridae ,Arthropoda,Malacostraca,Cheluridae
Ericthonius ,Arthropoda,Malacostraca,Ischyroceridae
Photis pollex,Arthropoda,Malacostraca,Photidae
Autolytus langerhansi,Annelida,Polychaeta,Syllidae
Clymenura leiopygos,Annelida,Polychaeta,Leiochone
Hersiliodes latericia,Arthropoda,Hexanauplia,Clausidiidae
Siriella clausii,Arthropoda,Malacostraca,Mysidae
Eulalia ornata,Annelida,Polychaeta,Phyllodocidae
Corophiidae ,Arthropoda,Malacostraca,Corophiidae
Capitella hermaphrodita,Annelida,Polychaeta,Capitella
Ceratocephale loveni,Annelida,Polychaeta,Nereididae
Mysidacea ,NULL,NULL,NULL
Oedicerotoidea ,Arthropoda,Malacostraca,Oedicerotidae
Philoceras bispinosus,Arthropoda,Malacostraca,Crangonidae
Eulalia tripunctata,Annelida,Polychaeta,Phyllodocidae
Gammarus crinicornis,Arthropoda,Malacostraca,Gammaridae
Thraciidae ,Mollusca,Bivalvia,NULL
Euchone southerni,Annelida,Polychaeta,Sabellidae
Lacydonia miranda,Annelida,Polychaeta,Lacydoniidae
Pilargidae ,Annelida,Polychaeta,Pilargidae
Lichenopora verrucaria,Bryozoa,Stenolaemata,Lichenoporidae
Fucales ,Ochrophyta,Phaeophyceae,NULL
Apseudidae ,Arthropoda,Malacostraca,Apseudidae
Ochrolechia ,Ascomycota,Lecanoromycetes,Ochrolechiaceae
Chorizopora brongniartii,Bryozoa,Gymnolaemata,Chorizoporidae
Gastrosaccus lobatus,Arthropoda,Malacostraca,Mysidae
Gastrosaccus normani,Arthropoda,Malacostraca,Mysidae
Alderina imbellis,Bryozoa,Gymnolaemata,Calloporidae
Processa ,Arthropoda,Malacostraca,Processidae
Goniadella ,Annelida,Polychaeta,Goniadidae
Cheilostomatida ,Bryozoa,Gymnolaemata,NULL
Laonice sarsi,Annelida,Polychaeta,Spionidae
Pyura ,Chordata,Ascidiacea,Pyuridae
Campylaspis legendrei,Arthropoda,Malacostraca,Nannastacidae
Chrysallida decussata,Mollusca,Gastropoda,Parthenina
Porella concinna,Bryozoa,Gymnolaemata,Bryocryptellidae
Aplidium densum,Chordata,Ascidiacea,Polyclinidae
Seirospora interrupta,Rhodophyta,Florideophyceae,Callithamniaceae
Lepidonotus ,Annelida,Polychaeta,Polynoidae
Spermothamnion irregulare,Rhodophyta,Florideophyceae,Wrangeliaceae
Pontobdella muricata,Annelida,Clitellata,Piscicolidae
Okenia leachii,Mollusca,Gastropoda,Goniodorididae
Cataphellia brodricii,Cnidaria,Anthozoa,Hormathiidae
Clytia ,Cnidaria,Hydrozoa,Campanulariidae
Polyclinum ,Chordata,Ascidiacea,Polyclinidae
Sertularella tenella,Cnidaria,Hydrozoa,Sertularellidae
Porphyra amethystea,Rhodophyta,Bangiophyceae,Bangiaceae
Harpinia laevis,Arthropoda,Malacostraca,Phoxocephalidae
Clathrinidae ,Porifera,Calcarea,Clathrinidae
Halaphanolaimus pellucidus,Nematoda,Adenophorea,Leptolaimidae
Leptoplanidae ,Platyhelminthes,Polycladida,NULL
Microdeutopus ,Arthropoda,Malacostraca,Aoridae
Demonax branchyona,Annelida,Polychaeta,Sabellidae
Gitana sarsi,Arthropoda,Malacostraca,Amphilochidae
Limatula subauriculata,Mollusca,Bivalvia,Limidae
Peltocoxa brevirostris,Arthropoda,Malacostraca,Cyproideidae
Sphaerodoropsis balticum,Annelida,Polychaeta,Sphaerodoridae
Streblosoma bairdi,Annelida,Polychaeta,Terebellidae
Paramphinome jeffreysii,Annelida,Polychaeta,Amphinomidae
Cylindroleberis mariae,Arthropoda,Ostracoda,Cylindroleberididae
Eusirus longipes,Arthropoda,Malacostraca,Eusiridae
Amphilochoides serratipes,Arthropoda,Malacostraca,Amphilochidae
Austrosyrrhoe fimbriatus,Arthropoda,Malacostraca,Synopiidae
Chrysopetalum debile,Annelida,Polychaeta,Chrysopetalidae
Pareurythoe borealis,Annelida,Polychaeta,Amphinomidae
Philomedes lilljeborgi,Arthropoda,Ostracoda,Philomedidae
Socarnes crenulatus,Arthropoda,Malacostraca,Lysianassidae
Hydractiniidae ,Cnidaria,Hydrozoa,Hydractiniidae
Cirratulus ,Annelida,Polychaeta,Cirratulidae
Arcturella dilatata,Arthropoda,Malacostraca,Arcturidae
Scopelocheirus hopei,Arthropoda,Malacostraca,Scopelocheiridae
Eulimella ,Mollusca,Gastropoda,Eulimella
Brachystomia ,Mollusca,Gastropoda,Brachystomia
Cytherura ,Arthropoda,Ostracoda,Cytheruridae
Balanoglossus clavigerus,Hemichordata,Enteropneusta,Balanoglossus
Styela partita,Chordata,Ascidiacea,Styelidae
Diphasia alata,Cnidaria,Hydrozoa,Sertulariidae
Diphasia nigra,Cnidaria,Hydrozoa,Sertulariidae
Naticidae ,Mollusca,Gastropoda,Naticidae
Scagelia pusilla,Rhodophyta,Florideophyceae,Ceramiaceae
Percursaria percursa,Chlorophyta,Ulvophyceae,Ulvaceae
Glycera dayi,Annelida,Polychaeta,Glyceridae
Polycirrus latidens,Annelida,Polychaeta,Terebellidae
Callista chione,Mollusca,Bivalvia,Veneridae
Solen marginatus,Mollusca,Bivalvia,Solenidae
Eurydice affinis,Arthropoda,Malacostraca,Cirolanidae
Gracilaria multipartita,Rhodophyta,Florideophyceae,Gracilariaceae
Zeugopterus regius,Chordata,Actinopterygii,Scophthalmidae
Eudendrium arbusculum,Cnidaria,Hydrozoa,Eudendriidae
Laevicardiinae ,NULL,NULL,NULL
Aega monophthalma,Arthropoda,Malacostraca,Aegidae
Majidae ,Arthropoda,Malacostraca,Majidae
Enteromorpha lingulata,Chlorophyta,Ulvophyceae,Ulvaceae
Cladophora fracta,Chlorophyta,Ulvophyceae,Cladophoraceae
Cladophora lehmanniana,Chlorophyta,Ulvophyceae,Cladophoraceae
Doridacea ,NULL,NULL,NULL
Thalassema ,Annelida,Polychaeta,Thalassematidae
Schmitzia neapolitana,Rhodophyta,Florideophyceae,Calosiphoniaceae
Corophium lacustre,Arthropoda,Malacostraca,Corophiidae
Oscillatoria rosea,Cyanobacteria,Cyanophyceae,Limnothrix
Echiura ,NULL,NULL,NULL
Syngnathidae ,Chordata,Actinopterygii,Syngnathidae
Bonnemaisonia ,Rhodophyta,Florideophyceae,Bonnemaisoniaceae
Spongomorpha centralis,Chlorophyta,Ulvophyceae,Ulotrichaceae
Platynereis coccinea,Annelida,Polychaeta,Nereididae
Rhynchozoon bispinosum,Bryozoa,Gymnolaemata,Phidoloporidae
Scypha fistulosa,Porifera,Calcarea,Grantiidae
Choristocarpus tenellus,Ochrophyta,Phaeophyceae,Choristocarpaceae
Corynophlaea crispa,Ochrophyta,Phaeophyceae,Chordariaceae
Phoronis psammophila,Phoronida,Phoronidae,Phoronis psammophila
Suberites massa,Porifera,Demospongiae,Suberitidae
Bowerbankia gracillima,Bryozoa,Gymnolaemata,Vesiculariidae
Microspora ficulinae,Chlorophyta,Chlorophyceae,Microsporaceae
Aeolidiella alderi,Mollusca,Gastropoda,Aeolidiidae
Conopeum seurati,Bryozoa,Gymnolaemata,Electridae
Emplectonema ,Nemertea,Hoplonemertea,Emplectonematidae
Audouinella conchicola,Rhodophyta,Florideophyceae,Colaconemataceae
Onchidella celtica,Mollusca,Gastropoda,Onchidiidae
Aglaothamnion tripinnatum,Rhodophyta,Florideophyceae,Callithamniaceae
Rhodophysema ,Rhodophyta,Florideophyceae,Rhodophysemataceae
Nais ,Annelida,Clitellata,Naididae
Tetrastemma ,Nemertea,Hoplonemertea,Tetrastemmatidae
Paragnathia formica,Arthropoda,Malacostraca,Gnathiidae
Leptocythere castanea,Arthropoda,Ostracoda,Leptocytheridae
Porphyridium purpureum,Rhodophyta,Porphyridiophyceae,Porphyridiaceae
Actinia prasina,Cnidaria,Anthozoa,Actiniidae
Rhizocarpon ,Ascomycota,Lecanoromycetes,Rhizocarpaceae
Odostomia acuta,Mollusca,Gastropoda,Odostomia
Dipturus batis,Chordata,Elasmobranchii,Rajidae
Endeis ,Arthropoda,Pycnogonida,Endeidae
Clavelinidae ,Chordata,Ascidiacea,Clavelinidae
Prostheceraeus ,Platyhelminthes,Polycladida,Prostheceraeus
Harmothoe andreapolis,Annelida,Polychaeta,Polynoidae
Ougia subaequalis,Annelida,Polychaeta,Dorvilleidae
Phoronis pallida,Phoronida,Phoronidae,Phoronis pallida
Labidoplax ,Echinodermata,Holothuroidea,Synaptidae
Acidostoma ,Arthropoda,Malacostraca,Acidostomatidae
